Age,BMI,Pregnancy Age,Family History,Radiation Exposure,Birth Control,Menstrual Cycle Age,Last Menstrual Cycle Age,Hormone Therapy,Alcohol Consumption,Inherited Gene,Previous History,Hormonal,Dense Breast Tissue,Risk,Consequent,agg,pregage,lm,mc,bi
75.4629643,21.78890669,13.52415842,Absent,Low,None,11.77235524,53.55269127,Moderate,High,Absent,Present,Balanced,Present,Low,0.206306396,Older,Young,Older,Young,Low
75.52454245,21.78030843,13.49564356,Present,Moderate,Low,11.77144314,53.56280828,None,None,Present,Present,Balanced,Present,Moderate,0.205848766,Older,Young,Older,Young,Low
75.58612061,21.77171017,13.46712871,Absent,Moderate,Moderate,11.77053105,53.57292529,None,None,Present,Present,Imbalanced,Present,Moderate,0.205391136,Middle-aged,Middle-aged,Middle-aged,Young,High
75.64769877,21.76311191,13.43861386,Present,High,Low,11.76961896,53.5830423,None,High,Absent,Present,Balanced,Absent,High,0.204933506,Young,Young,Older,Young,Low
75.70927693,21.75451365,13.41009901,Present,High,High,11.76870687,53.59315932,Low,Low,Absent,Present,Imbalanced,Present,Low,0.204475876,Middle-aged,Young,Middle-aged,Young,Low
75.77085509,21.74591539,13.38158416,Present,Moderate,None,11.76779478,53.60327633,None,None,Absent,None,Imbalanced,Present,Moderate,0.204018246,Young,Middle-aged,Middle-aged,Young,High
75.83243324,21.73731713,13.35306931,Absent,High,Moderate,11.76688269,53.61339334,Low,None,Present,Present,Balanced,Absent,Moderate,0.203560616,Young,Young,Older,Young,Moderate
75.8940114,21.72871887,13.32455446,Present,Moderate,Low,11.7659706,53.62351035,None,None,Present,None,Imbalanced,Present,Low,0.203102986,Middle-aged,Young,Middle-aged,Young,High
75.95558956,21.72012061,13.2960396,Absent,Low,None,11.76505851,53.63362736,None,Low,Present,Present,Balanced,Present,Low,0.202645355,Middle-aged,Young,Middle-aged,Young,Low
76.01716772,21.71152235,13.26752475,Present,High,None,11.76414641,53.64374437,None,High,Absent,Present,Balanced,Absent,Low,0.202187725,Middle-aged,Young,Middle-aged,Young,High
76.07874587,21.70292409,13.2390099,Present,High,Low,11.76323432,53.65386139,Moderate,Moderate,Present,None,Balanced,Present,Low,0.201730095,Young,Young,Older,Young,Low
76.14032403,21.69432583,13.21049505,Present,High,None,11.76232223,53.6639784,High,None,Present,Present,Imbalanced,Absent,High,0.201272465,Young,Young,Older,Young,Low
76.20190219,21.68572757,13.1819802,Absent,Moderate,None,11.76141014,53.67409541,None,Low,Absent,None,Balanced,Absent,Moderate,0.200814835,Older,Middle-aged,Middle-aged,Young,High
76.26348035,21.67712931,13.15346535,Absent,High,High,11.76049805,53.68421242,None,None,Absent,None,Balanced,Absent,Low,0.200357205,Middle-aged,Young,Middle-aged,Young,High
76.32505851,21.66853105,13.1249505,Absent,Low,High,11.75958596,53.69432943,Moderate,High,Absent,Present,Imbalanced,Absent,High,0.199899575,Older,Young,Middle-aged,Young,Low
76.38663666,21.65993279,13.09643564,Absent,Moderate,Moderate,11.75867387,53.70444644,Low,None,Present,None,Imbalanced,Absent,High,0.199441944,Young,Young,Older,Young,Low
76.44821482,21.65133453,13.06792079,Present,Low,Moderate,11.75776178,53.71456346,None,Moderate,Absent,Present,Imbalanced,Present,Moderate,0.198984314,Older,Young,Middle-aged,Young,Moderate
76.50979298,21.64273627,13.03940594,Present,Low,High,11.75684968,53.72468047,Moderate,Low,Absent,None,Imbalanced,Absent,Moderate,0.198526684,Young,Young,Middle-aged,Young,Low
76.57137114,21.63413801,13.01089109,Absent,High,Low,11.75593759,53.73479748,Moderate,Low,Absent,None,Imbalanced,Present,Moderate,0.198069054,Older,Young,Middle-aged,Young,High
76.63294929,21.62553975,12.98237624,Present,High,Low,11.7550255,53.74491449,High,None,Absent,Present,Balanced,Absent,Low,0.197611424,Middle-aged,Young,Middle-aged,Young,High
76.69452745,21.61694149,12.95386139,Present,Low,High,11.75411341,53.7550315,None,High,Absent,None,Imbalanced,Present,Low,0.197153794,Young,Middle-aged,Older,Young,Low
76.75610561,21.60834323,12.92534653,Present,Low,None,11.75320132,53.76514851,None,Low,Present,Present,Imbalanced,Absent,Low,0.196696164,Middle-aged,Young,Older,Young,Moderate
76.81768377,21.59974497,12.89683168,Absent,Moderate,Moderate,11.75228923,53.77526553,None,None,Absent,None,Imbalanced,Absent,High,0.196238534,Older,Young,Middle-aged,Young,Moderate
76.87926193,21.59114671,12.86831683,Present,Moderate,Moderate,11.75137714,53.78538254,Low,Low,Absent,Present,Balanced,Present,Low,0.195780903,Older,Young,Middle-aged,Young,Moderate
76.94084008,21.58254845,12.83980198,Absent,Moderate,Low,11.75046505,53.79549955,Low,High,Present,Present,Imbalanced,Present,High,0.195323273,Middle-aged,Middle-aged,Older,Young,Low
77.00241824,21.5739502,12.81128713,Absent,Low,Moderate,11.74955296,53.80561656,Low,Moderate,Present,None,Imbalanced,Present,Moderate,0.194865643,Young,Middle-aged,Older,Young,Low
77.0639964,21.56535194,12.78277228,Absent,Moderate,None,11.74864086,53.81573357,None,Low,Absent,None,Balanced,Present,Low,0.194408013,Middle-aged,Young,Older,Young,High
77.12557456,21.55675368,12.75425743,Present,Low,Low,11.74772877,53.82585059,Low,None,Absent,None,Balanced,Present,Low,0.193950383,Middle-aged,Young,Middle-aged,Young,Low
77.18715272,21.54815542,12.72574257,Present,Low,Low,11.74681668,53.8359676,Low,High,Absent,None,Imbalanced,Present,Low,0.193492753,Young,Young,Middle-aged,Young,Low
77.24873087,21.53955716,12.69722772,Absent,High,Low,11.74590459,53.84608461,High,High,Absent,None,Imbalanced,Present,High,0.193035123,Middle-aged,Young,Middle-aged,Young,High
77.31030903,21.5309589,12.66871287,Absent,Low,None,11.7449925,53.85620162,Low,Moderate,Absent,None,Balanced,Absent,Low,0.192577492,Older,Young,Older,Young,High
77.37188719,21.52236064,12.64019802,Present,High,Moderate,11.74408041,53.86631863,Low,None,Present,None,Balanced,Present,Low,0.192119862,Young,Middle-aged,Middle-aged,Young,Low
77.43346535,21.51376238,12.61168317,Present,High,None,11.74316832,53.87643564,High,Moderate,Present,None,Imbalanced,Present,High,0.191662232,Middle-aged,Young,Middle-aged,Young,High
77.4950435,21.50516412,12.58316832,Absent,High,Low,11.74225623,53.88655266,High,High,Present,Present,Imbalanced,Present,Low,0.191204602,Middle-aged,Young,Older,Young,Low
77.55662166,21.49656586,12.55465347,Absent,Low,Low,11.74134413,53.89666967,High,Low,Absent,Present,Imbalanced,Present,High,0.190746972,Older,Middle-aged,Older,Young,High
77.61819982,21.4879676,12.52613861,Absent,Moderate,None,11.74043204,53.90678668,Moderate,High,Absent,None,Balanced,Present,High,0.190289342,Young,Middle-aged,Middle-aged,Young,Moderate
77.67977798,21.47936934,12.49762376,Present,High,None,11.73951995,53.91690369,None,High,Present,Present,Imbalanced,Present,Low,0.189831712,Older,Young,Older,Young,Low
77.74135614,21.47077108,12.46910891,Present,Moderate,Low,11.73860786,53.9270207,High,Low,Present,Present,Balanced,Absent,High,0.189374081,Young,Young,Middle-aged,Young,Moderate
77.80293429,21.46217282,12.44059406,Absent,Moderate,Moderate,11.73769577,53.93713771,High,High,Present,Present,Imbalanced,Absent,Moderate,0.188916451,Older,Middle-aged,Middle-aged,Young,Low
77.86451245,21.45357456,12.41207921,Absent,High,Moderate,11.73678368,53.94725473,Low,High,Absent,None,Imbalanced,Present,Low,0.188458821,Older,Young,Older,Young,Low
77.92609061,21.4449763,12.38356436,Present,Low,Moderate,11.73587159,53.95737174,Moderate,Moderate,Present,None,Imbalanced,Absent,High,0.188001191,Young,Young,Older,Young,High
77.98766877,21.43637804,12.3550495,Absent,High,Low,11.7349595,53.96748875,None,Moderate,Absent,None,Balanced,Present,Moderate,0.187543561,Middle-aged,Young,Middle-aged,Young,High
78.04924692,21.42777978,12.32653465,Absent,Moderate,None,11.7340474,53.97760576,Moderate,High,Absent,Present,Imbalanced,Present,High,0.187085931,Young,Young,Middle-aged,Young,High
78.11082508,21.41918152,12.2980198,Present,Low,Low,11.73313531,53.98772277,High,None,Present,Present,Imbalanced,Absent,High,0.186628301,Older,Young,Older,Young,Low
78.17240324,21.41058326,12.26950495,Present,High,Moderate,11.73222322,53.99783978,None,High,Absent,None,Balanced,Present,Low,0.186170671,Middle-aged,Young,Older,Young,Low
78.2339814,21.401985,12.2409901,Present,Moderate,High,11.73131113,54.0079568,None,Moderate,Absent,Present,Balanced,Present,Low,0.18571304,Young,Young,Older,Young,High
78.29555956,21.39338674,12.21247525,Present,High,None,11.73039904,54.01807381,None,None,Present,Present,Balanced,Absent,Moderate,0.18525541,Older,Young,Middle-aged,Young,High
78.35713771,21.38478848,12.1839604,Present,High,None,11.72948695,54.02819082,None,None,Absent,Present,Balanced,Present,Low,0.18479778,Young,Young,Older,Young,Low
78.41871587,21.37619022,12.15544554,Present,Low,Moderate,11.72857486,54.03830783,Moderate,Moderate,Absent,Present,Imbalanced,Present,Moderate,0.18434015,Middle-aged,Young,Middle-aged,Young,High
78.48029403,21.36759196,12.12693069,Present,High,High,11.72766277,54.04842484,Low,None,Absent,Present,Balanced,Absent,Low,0.18388252,Older,Middle-aged,Middle-aged,Young,Low
78.54187219,21.3589937,12.09841584,Present,Moderate,High,11.72675068,54.05854185,Moderate,Low,Present,Present,Balanced,Absent,Moderate,0.18342489,Middle-aged,Young,Older,Young,High
78.60345035,21.35039544,12.06990099,Absent,High,High,11.72583858,54.06865887,Low,Low,Absent,None,Imbalanced,Absent,High,0.18296726,Older,Young,Older,Young,Moderate
78.6650285,21.34179718,12.04138614,Absent,Low,Low,11.72492649,54.07877588,Low,Moderate,Present,Present,Balanced,Absent,High,0.182509629,Young,Young,Middle-aged,Young,Moderate
78.72660666,21.33319892,12.01287129,Absent,Moderate,None,11.7240144,54.08889289,Low,High,Absent,Present,Balanced,Present,Moderate,0.182051999,Middle-aged,Middle-aged,Middle-aged,Young,Low
78.78818482,21.32460066,11.98435644,Absent,Low,Low,11.72310231,54.0990099,High,Moderate,Present,Present,Balanced,Absent,Moderate,0.181594369,Middle-aged,Young,Middle-aged,Young,Low
78.84976298,21.3160024,11.95584158,Absent,Low,Low,11.72219022,54.10912691,None,None,Absent,Present,Balanced,Absent,High,0.181136739,Older,Young,Middle-aged,Young,Low
78.91134113,21.30740414,11.92732673,Absent,Moderate,Low,11.72127813,54.11924392,High,Low,Present,None,Imbalanced,Present,Moderate,0.180679109,Young,Young,Older,Young,Moderate
78.97291929,21.29880588,11.89881188,Present,Moderate,Low,11.72036604,54.12936094,High,None,Absent,Present,Imbalanced,Present,Moderate,0.180221479,Young,Young,Middle-aged,Young,Moderate
79.03449745,21.29020762,11.87029703,Present,Moderate,High,11.71945395,54.13947795,None,None,Present,None,Balanced,Absent,Low,0.179763849,Older,Middle-aged,Middle-aged,Young,Moderate
79.09607561,21.28160936,11.84178218,Present,Low,Moderate,11.71854185,54.14959496,Moderate,Moderate,Absent,Present,Balanced,Absent,Low,0.179306218,Middle-aged,Young,Middle-aged,Young,Low
79.15765377,21.2730111,11.81326733,Absent,Low,High,11.71762976,54.15971197,None,High,Absent,None,Balanced,Absent,Moderate,0.178848588,Young,Young,Middle-aged,Young,Low
79.21923192,21.26441284,11.78475248,Present,Moderate,High,11.71671767,54.16982898,Moderate,Low,Absent,None,Imbalanced,Absent,High,0.178390958,Middle-aged,Young,Middle-aged,Young,Moderate
79.28081008,21.25581458,11.75623762,Present,Low,Moderate,11.71580558,54.17994599,None,Moderate,Absent,None,Balanced,Present,Moderate,0.177933328,Middle-aged,Young,Middle-aged,Young,Moderate
79.34238824,21.24721632,11.72772277,Present,High,High,11.71489349,54.19006301,High,Low,Present,None,Balanced,Absent,Low,0.177475698,Middle-aged,Young,Middle-aged,Young,Low
79.4039664,21.23861806,11.69920792,Absent,Moderate,High,11.7139814,54.20018002,Low,High,Present,Present,Balanced,Absent,Moderate,0.177018068,Middle-aged,Young,Older,Young,High
79.46554455,21.2300198,11.67069307,Present,High,Moderate,11.71306931,54.21029703,None,None,Absent,Present,Balanced,Absent,Low,0.176560438,Young,Young,Middle-aged,Young,Low
79.52712271,21.22142154,11.64217822,Absent,Moderate,Low,11.71215722,54.22041404,Low,Low,Present,Present,Imbalanced,Present,Moderate,0.176102808,Young,Young,Middle-aged,Young,High
79.58870087,21.21282328,11.61366337,Present,High,High,11.71124512,54.23053105,Moderate,Moderate,Absent,Present,Imbalanced,Absent,Moderate,0.175645177,Middle-aged,Young,Older,Young,Low
79.65027903,21.20422502,11.58514851,Absent,Moderate,Moderate,11.71033303,54.24064806,Low,Moderate,Absent,Present,Balanced,Present,Moderate,0.175187547,Middle-aged,Middle-aged,Middle-aged,Young,Low
79.71185719,21.19562676,11.55663366,Present,Moderate,Low,11.70942094,54.25076508,Moderate,None,Absent,None,Balanced,Absent,Moderate,0.174729917,Older,Young,Middle-aged,Young,High
79.77343534,21.1870285,11.52811881,Absent,Low,Moderate,11.70850885,54.26088209,Moderate,Low,Absent,None,Imbalanced,Present,High,0.174272287,Middle-aged,Young,Middle-aged,Young,Low
79.8350135,21.17843024,11.49960396,Absent,High,Moderate,11.70759676,54.2709991,Moderate,High,Present,None,Balanced,Absent,Low,0.173814657,Older,Young,Older,Young,Moderate
79.89659166,21.16983198,11.47108911,Absent,High,High,11.70668467,54.28111611,None,High,Present,None,Imbalanced,Absent,Low,0.173357027,Young,Young,Middle-aged,Young,High
79.95816982,21.16123372,11.44257426,Present,Low,None,11.70577258,54.29123312,None,Moderate,Absent,None,Balanced,Absent,High,0.172899397,Young,Middle-aged,Middle-aged,Young,High
80.01974797,21.15263546,11.41405941,Present,High,None,11.70486049,54.30135014,None,Low,Absent,None,Balanced,Absent,Moderate,0.172441766,Young,Middle-aged,Middle-aged,Young,Low
80.08132613,21.1440372,11.38554455,Present,High,None,11.70394839,54.31146715,Low,High,Present,None,Balanced,Present,High,0.171984136,Young,Young,Middle-aged,Young,Low
80.14290429,21.13543894,11.3570297,Absent,High,Moderate,11.7030363,54.32158416,None,Moderate,Present,Present,Balanced,Present,Low,0.171526506,Young,Middle-aged,Older,Young,Low
80.20448245,21.12684068,11.32851485,Absent,Low,None,11.70212421,54.33170117,Moderate,Moderate,Present,None,Imbalanced,Present,Low,0.171068876,Middle-aged,Middle-aged,Older,Young,High
80.26606061,21.11824242,11.3,Present,Moderate,High,11.70121212,54.34181818,Low,None,Absent,Present,Balanced,Absent,High,0.170611246,Young,Young,Middle-aged,Young,Low
80.32763876,21.10964416,11.27148515,Present,Moderate,Moderate,11.70030003,54.35193519,Moderate,Low,Present,None,Balanced,Absent,High,0.170153616,Older,Young,Middle-aged,Young,Low
80.38921692,21.1010459,11.2429703,Present,Moderate,High,11.69938794,54.36205221,None,High,Absent,None,Balanced,Absent,High,0.169695986,Older,Young,Older,Young,Moderate
80.45079508,21.09244764,11.21445545,Present,High,Low,11.69847585,54.37216922,Moderate,Moderate,Absent,Present,Imbalanced,Present,Moderate,0.169238355,Young,Young,Middle-aged,Young,Moderate
80.51237324,21.08384938,11.18594059,Present,Moderate,Moderate,11.69756376,54.38228623,Low,Low,Present,None,Imbalanced,Absent,Low,0.168780725,Middle-aged,Middle-aged,Middle-aged,Young,Low
80.5739514,21.07525113,11.15742574,Present,Moderate,None,11.69665167,54.39240324,Moderate,Low,Present,None,Imbalanced,Present,Low,0.168323095,Young,Middle-aged,Middle-aged,Young,Moderate
80.63552955,21.06665287,11.12891089,Absent,High,Moderate,11.69573957,54.40252025,Moderate,Moderate,Present,None,Imbalanced,Absent,Moderate,0.167865465,Young,Young,Middle-aged,Young,Moderate
80.69710771,21.05805461,11.10039604,Present,Low,Moderate,11.69482748,54.41263726,Low,High,Absent,Present,Imbalanced,Present,High,0.167407835,Young,Young,Older,Young,Moderate
80.75868587,21.04945635,11.07188119,Absent,High,Low,11.69391539,54.42275428,High,Moderate,Absent,None,Imbalanced,Present,High,0.166950205,Young,Middle-aged,Middle-aged,Young,Low
80.82026403,21.04085809,11.04336634,Present,Moderate,Low,11.6930033,54.43287129,None,None,Absent,None,Balanced,Present,Moderate,0.166492575,Older,Young,Older,Young,Low
80.88184218,21.03225983,11.01485149,Present,Low,Low,11.69209121,54.4429883,Low,None,Present,Present,Imbalanced,Present,Low,0.166034945,Older,Young,Middle-aged,Young,High
80.94342034,21.02366157,10.98633663,Present,Moderate,None,11.69117912,54.45310531,Low,Low,Present,Present,Balanced,Absent,High,0.165577314,Middle-aged,Middle-aged,Middle-aged,Young,High
81.0049985,21.01506331,10.95782178,Absent,High,High,11.69026703,54.46322232,High,Low,Present,Present,Balanced,Present,Moderate,0.165119684,Young,Young,Middle-aged,Young,High
81.06657666,21.00646505,10.92930693,Absent,High,Moderate,11.68935494,54.47333933,Moderate,None,Absent,None,Imbalanced,Absent,Low,0.164662054,Middle-aged,Middle-aged,Older,Young,Moderate
81.12815482,20.99786679,10.90079208,Absent,Low,None,11.68844284,54.48345635,Low,Moderate,Absent,Present,Imbalanced,Present,High,0.164204424,Middle-aged,Young,Middle-aged,Young,Low
81.18973297,20.98926853,10.87227723,Absent,Moderate,Low,11.68753075,54.49357336,Low,High,Absent,Present,Balanced,Absent,Low,0.163746794,Young,Young,Middle-aged,Young,Moderate
81.25131113,20.98067027,10.84376238,Present,Moderate,High,11.68661866,54.50369037,None,Moderate,Absent,Present,Imbalanced,Present,Low,0.163289164,Young,Young,Older,Young,High
81.31288929,20.97207201,10.81524752,Absent,Moderate,High,11.68570657,54.51380738,None,None,Absent,None,Imbalanced,Absent,Moderate,0.162831534,Young,Young,Older,Young,Low
81.37446745,20.96347375,10.78673267,Present,High,Moderate,11.68479448,54.52392439,Moderate,Low,Absent,None,Balanced,Present,Moderate,0.162373903,Older,Middle-aged,Middle-aged,Young,Moderate
81.4360456,20.95487549,10.75821782,Present,Moderate,Moderate,11.68388239,54.5340414,High,Low,Absent,Present,Imbalanced,Absent,Low,0.161916273,Older,Young,Older,Young,High
81.49762376,20.94627723,10.72970297,Present,High,High,11.6829703,54.54415842,Moderate,None,Absent,None,Balanced,Present,High,0.161458643,Middle-aged,Young,Older,Young,Moderate
81.55920192,20.93767897,10.70118812,Present,Moderate,High,11.68205821,54.55427543,Low,High,Present,Present,Balanced,Present,Moderate,0.161001013,Older,Middle-aged,Older,Young,High
81.62078008,20.92908071,10.67267327,Absent,Low,None,11.68114611,54.56439244,Moderate,High,Absent,Present,Balanced,Present,Low,0.160543383,Older,Young,Older,Young,Low
81.68235824,20.92048245,10.64415842,Present,Moderate,Low,11.68023402,54.57450945,None,None,Present,Present,Balanced,Present,Moderate,0.160085753,Older,Young,Older,Young,Low
81.74393639,20.91188419,10.61564356,Absent,Moderate,Moderate,11.67932193,54.58462646,None,None,Present,Present,Imbalanced,Present,Moderate,0.159628123,Middle-aged,Middle-aged,Middle-aged,Young,High
81.80551455,20.90328593,10.58712871,Present,High,Low,11.67840984,54.59474347,None,High,Absent,Present,Balanced,Absent,High,0.159170492,Young,Young,Older,Young,Low
81.86709271,20.89468767,10.55861386,Present,High,High,11.67749775,54.60486049,Low,Low,Absent,Present,Imbalanced,Present,Low,0.158712862,Middle-aged,Young,Middle-aged,Young,Low
81.92867087,20.88608941,10.53009901,Present,Moderate,None,11.67658566,54.6149775,None,None,Absent,None,Imbalanced,Present,Moderate,0.158255232,Young,Middle-aged,Middle-aged,Young,High
81.99024902,20.87749115,10.50158416,Absent,High,Moderate,11.67567357,54.62509451,Low,None,Present,Present,Balanced,Absent,Moderate,0.157797602,Young,Young,Older,Young,Moderate
82.05182718,20.86889289,10.47306931,Present,Moderate,Low,11.67476148,54.63521152,None,None,Present,None,Imbalanced,Present,Low,0.157339972,Middle-aged,Young,Middle-aged,Young,High
82.11340534,20.86029463,10.44455446,Absent,Low,None,11.67384938,54.64532853,None,Low,Present,Present,Balanced,Present,Low,0.156882342,Middle-aged,Young,Middle-aged,Young,Low
82.1749835,20.85169637,10.4160396,Present,High,None,11.67293729,54.65544554,None,High,Absent,Present,Balanced,Absent,Low,0.156424712,Middle-aged,Young,Middle-aged,Young,High
82.23656166,20.84309811,10.38752475,Present,High,Low,11.6720252,54.66556256,Moderate,Moderate,Present,None,Balanced,Present,Low,0.155967082,Young,Young,Older,Young,Low
82.29813981,20.83449985,10.3590099,Present,High,None,11.67111311,54.67567957,High,None,Present,Present,Imbalanced,Absent,High,0.155509451,Young,Young,Older,Young,Low
82.35971797,20.82590159,10.33049505,Absent,Moderate,None,11.67020102,54.68579658,None,Low,Absent,None,Balanced,Absent,Moderate,0.155051821,Older,Middle-aged,Middle-aged,Young,High
82.42129613,20.81730333,10.3019802,Absent,High,High,11.66928893,54.69591359,None,None,Absent,None,Balanced,Absent,Low,0.154594191,Middle-aged,Young,Middle-aged,Young,High
82.48287429,20.80870507,10.27346535,Absent,Low,High,11.66837684,54.7060306,Moderate,High,Absent,Present,Imbalanced,Absent,High,0.154136561,Older,Young,Middle-aged,Young,Low
82.54445245,20.80010681,10.2449505,Absent,Moderate,Moderate,11.66746475,54.71614761,Low,None,Present,None,Imbalanced,Absent,High,0.153678931,Young,Young,Older,Young,Low
82.6060306,20.79150855,10.21643564,Present,Low,Moderate,11.66655266,54.72626463,None,Moderate,Absent,Present,Imbalanced,Present,Moderate,0.153221301,Older,Young,Middle-aged,Young,Moderate
82.66760876,20.78291029,10.18792079,Present,Low,High,11.66564056,54.73638164,Moderate,Low,Absent,None,Imbalanced,Absent,Moderate,0.152763671,Young,Young,Middle-aged,Young,Low
82.72918692,20.77431203,10.15940594,Absent,High,Low,11.66472847,54.74649865,Moderate,Low,Absent,None,Imbalanced,Present,Moderate,0.15230604,Older,Young,Middle-aged,Young,High
82.79076508,20.76571377,10.13089109,Present,High,Low,11.66381638,54.75661566,High,None,Absent,Present,Balanced,Absent,Low,0.15184841,Middle-aged,Young,Middle-aged,Young,High
82.85234323,20.75711551,10.10237624,Present,Low,High,11.66290429,54.76673267,None,High,Absent,None,Imbalanced,Present,Low,0.15139078,Young,Middle-aged,Older,Young,Low
82.91392139,20.74851725,10.07386139,Present,Low,None,11.6619922,54.77684968,None,Low,Present,Present,Imbalanced,Absent,Low,0.15093315,Middle-aged,Young,Older,Young,Moderate
82.97549955,20.73991899,10.04534653,Absent,Moderate,Moderate,11.66108011,54.7869667,None,None,Absent,None,Imbalanced,Absent,High,0.15047552,Older,Young,Middle-aged,Young,Moderate
83.03707771,20.73132073,10.01683168,Present,Moderate,Moderate,11.66016802,54.79708371,Low,Low,Absent,Present,Balanced,Present,Low,0.15001789,Older,Young,Middle-aged,Young,Moderate
83.09865587,20.72272247,9.988316832,Absent,Moderate,Low,11.65925593,54.80720072,Low,High,Present,Present,Imbalanced,Present,High,0.14956026,Middle-aged,Middle-aged,Older,Young,Low
83.16023402,20.71412421,9.95980198,Absent,Low,Moderate,11.65834383,54.81731773,Low,Moderate,Present,None,Imbalanced,Present,Moderate,0.14910263,Young,Middle-aged,Older,Young,Low
83.22181218,20.70552595,9.931287129,Absent,Moderate,None,11.65743174,54.82743474,None,Low,Absent,None,Balanced,Present,Low,0.148644999,Middle-aged,Young,Older,Young,High
83.28339034,20.69692769,9.902772277,Present,Low,Low,11.65651965,54.83755176,Low,None,Absent,None,Balanced,Present,Low,0.148187369,Middle-aged,Young,Middle-aged,Young,Low
83.3449685,20.68832943,9.874257426,Present,Low,Low,11.65560756,54.84766877,Low,High,Absent,None,Imbalanced,Present,Low,0.147729739,Young,Young,Middle-aged,Young,Low
83.40654665,20.67973117,9.845742574,Absent,High,Low,11.65469547,54.85778578,High,High,Absent,None,Imbalanced,Present,High,0.147272109,Middle-aged,Young,Middle-aged,Young,High
83.46812481,20.67113291,9.817227723,Absent,Low,None,11.65378338,54.86790279,Low,Moderate,Absent,None,Balanced,Absent,Low,0.146814479,Older,Young,Older,Young,High
83.52970297,20.66253465,9.788712871,Present,High,Moderate,11.65287129,54.8780198,Low,None,Present,None,Balanced,Present,Low,0.146356849,Young,Middle-aged,Middle-aged,Young,Low
83.59128113,20.65393639,9.76019802,Present,High,None,11.6519592,54.88813681,High,Moderate,Present,None,Imbalanced,Present,High,0.145899219,Middle-aged,Young,Middle-aged,Young,High
83.65285929,20.64533813,9.731683168,Absent,High,Low,11.6510471,54.89825383,High,High,Present,Present,Imbalanced,Present,Low,0.145441588,Middle-aged,Young,Older,Young,Low
83.71443744,20.63673987,9.703168317,Absent,Low,Low,11.65013501,54.90837084,High,Low,Absent,Present,Imbalanced,Present,High,0.144983958,Older,Middle-aged,Older,Young,High
83.7760156,20.62814161,9.674653465,Absent,Moderate,None,11.64922292,54.91848785,Moderate,High,Absent,None,Balanced,Present,High,0.144526328,Young,Middle-aged,Middle-aged,Young,Moderate
83.83759376,20.61954335,9.646138614,Present,High,None,11.64831083,54.92860486,None,High,Present,Present,Imbalanced,Present,Low,0.144068698,Older,Young,Older,Young,Low
83.89917192,20.61094509,9.617623762,Present,Moderate,Low,11.64739874,54.93872187,High,Low,Present,Present,Balanced,Absent,High,0.143611068,Young,Young,Middle-aged,Young,Moderate
83.96075008,20.60234683,9.589108911,Absent,Moderate,Moderate,11.64648665,54.94883888,High,High,Present,Present,Imbalanced,Absent,Moderate,0.143153438,Older,Middle-aged,Middle-aged,Young,Low
84.02232823,20.59374857,9.560594059,Absent,High,Moderate,11.64557456,54.9589559,Low,High,Absent,None,Imbalanced,Present,Low,0.142695808,Older,Young,Older,Young,Low
84.08390639,20.58515032,9.532079208,Present,Low,Moderate,11.64466247,54.96907291,Moderate,Moderate,Present,None,Imbalanced,Absent,High,0.142238177,Young,Young,Older,Young,High
84.14548455,20.57655206,9.503564356,Absent,High,Low,11.64375038,54.97918992,None,Moderate,Absent,None,Balanced,Present,Moderate,0.141780547,Middle-aged,Young,Middle-aged,Young,High
84.20706271,20.5679538,9.475049505,Absent,Moderate,None,11.64283828,54.98930693,Moderate,High,Absent,Present,Imbalanced,Present,High,0.141322917,Young,Young,Middle-aged,Young,High
84.26864086,20.55935554,9.446534653,Present,Low,Low,11.64192619,54.99942394,High,None,Present,Present,Imbalanced,Absent,High,0.140865287,Older,Young,Older,Young,Low
84.33021902,20.55075728,9.418019802,Present,High,Moderate,11.6410141,55.00954095,None,High,Absent,None,Balanced,Present,Low,0.140407657,Middle-aged,Young,Older,Young,Low
84.39179718,20.54215902,9.38950495,Present,Moderate,High,11.64010201,55.01965797,None,Moderate,Absent,Present,Balanced,Present,Low,0.139950027,Young,Young,Older,Young,High
84.45337534,20.53356076,9.360990099,Present,High,None,11.63918992,55.02977498,None,None,Present,Present,Balanced,Absent,Moderate,0.139492397,Older,Young,Middle-aged,Young,High
84.5149535,20.5249625,9.332475248,Present,High,None,11.63827783,55.03989199,None,None,Absent,Present,Balanced,Present,Low,0.139034767,Young,Young,Older,Young,Low
84.57653165,20.51636424,9.303960396,Present,Low,Moderate,11.63736574,55.050009,Moderate,Moderate,Absent,Present,Imbalanced,Present,Moderate,0.138577136,Middle-aged,Young,Middle-aged,Young,High
84.63810981,20.50776598,9.275445545,Present,High,High,11.63645365,55.06012601,Low,None,Absent,Present,Balanced,Absent,Low,0.138119506,Older,Middle-aged,Middle-aged,Young,Low
84.69968797,20.49916772,9.246930693,Present,Moderate,High,11.63554155,55.07024302,Moderate,Low,Present,Present,Balanced,Absent,Moderate,0.137661876,Middle-aged,Young,Older,Young,High
84.76126613,20.49056946,9.218415842,Absent,High,High,11.63462946,55.08036004,Low,Low,Absent,None,Imbalanced,Absent,High,0.137204246,Older,Young,Older,Young,Moderate
84.82284428,20.4819712,9.18990099,Absent,Low,Low,11.63371737,55.09047705,Low,Moderate,Present,Present,Balanced,Absent,High,0.136746616,Young,Young,Middle-aged,Young,Moderate
